"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Births	Death Rate
	"Milwaukee County, WI"	"55079"	"Cuban"	"2182-4"	Suppressed	191	Suppressed
	"Milwaukee County, WI"	"55079"	"Central or South American"	"4"	Suppressed	916	Suppressed
	"Milwaukee County, WI"	"55079"	"Non-Hispanic White"	"6"	277	51700	5.36
	"Milwaukee County, WI"	"55079"	"Non-Hispanic Black"	"7"	650	46283	14.04
	"Waukesha County, WI"	"55133"	"Mexican"	"2148-5"	10	1731	5.78 (Unreliable)
	"Waukesha County, WI"	"55133"	"Puerto Rican"	"2180-8"	Suppressed	261	Suppressed
	"Waukesha County, WI"	"55133"	"Cuban"	"2182-4"	Suppressed	24	Suppressed
	"Waukesha County, WI"	"55133"	"Central or South American"	"4"	Suppressed	196	Suppressed
	"Waukesha County, WI"	"55133"	"Non-Hispanic White"	"6"	121	29642	4.08
	"Waukesha County, WI"	"55133"	"Non-Hispanic Black"	"7"	Suppressed	518	Suppressed
	"Unidentified Counties, WI"	"55999"	"Mexican"	"2148-5"	123	24050	5.11
	"Unidentified Counties, WI"	"55999"	"Puerto Rican"	"2180-8"	Suppressed	1569	Suppressed
	"Unidentified Counties, WI"	"55999"	"Cuban"	"2182-4"	Suppressed	212	Suppressed
	"Unidentified Counties, WI"	"55999"	"Central or South American"	"4"	Suppressed	1544	Suppressed
	"Unidentified Counties, WI"	"55999"	"Non-Hispanic White"	"6"	1748	337892	5.17
	"Unidentified Counties, WI"	"55999"	"Non-Hispanic Black"	"7"	154	11270	13.66
	"Unidentified Counties, WY"	"56999"	"Mexican"	"2148-5"	35	5750	6.09
	"Unidentified Counties, WY"	"56999"	"Puerto Rican"	"2180-8"	Suppressed	182	Suppressed
	"Unidentified Counties, WY"	"56999"	"Cuban"	"2182-4"	Suppressed	34	Suppressed
	"Unidentified Counties, WY"	"56999"	"Central or South American"	"4"	Suppressed	446	Suppressed
	"Unidentified Counties, WY"	"56999"	"Non-Hispanic White"	"6"	325	55999	5.80
	"Unidentified Counties, WY"	"56999"	"Non-Hispanic Black"	"7"	Suppressed	700	Suppressed
"---"
"Dataset: Linked Birth / Infant Death Records, 2007-2015"
"Query Parameters:"
"Title:"
"Age of Infant at Death: All"
"Age of Mother: All"
"Birthplace: All"
"Birth Weight: All"
"Delivery Method: All"
"Education: All"
"Gender: All"
"Hispanic Origin: Mexican, Puerto Rican, Cuban, Central or South American, Non-Hispanic White, Non-Hispanic Black"
"ICD-10 Codes: All"
"Live Birth Order: All"
"LMP Gestational Age 11: All"
"Marital Status: All"
"Medical Attendant: All"
"Month Prenatal Care Began: All"
"OE Gestational Age 11: All"
"Plurality or Multiple Birth: All"
"Race: All"
"States: All"
"Year of Death: All, 2007 to 2015"
"Group By: County, Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/lbd.html for more information."
"---"
"Query Date: Jun 1, 2018 2:41:39 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers of Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics (DVS). Linked Birth / Infant Death Records"
"2007-2015, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program, on CDC WONDER On-line Database. Accessed at http://wonder.cdc.gov/lbd-current.html on Jun 1, 2018 2:41:39 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 0-9 sub-national events. This"
"is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#Assurance of Confidentiality."
"2. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet"
"the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Unreliable."
"3. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#WeightFactors-Totals."
"4. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to"
"the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Weight Factors."
"5. County-level data are shown only for counties with populations of 250,000 persons or more. Data for all counties with fewer"
"than 250,000 persons within a state are combined together under the label ""Unidentified Counties."""
"6. Dade county, Florida (FIPS code 12025) was renamed Miami-Dade County (FIPS code 12086) effective November 13, 1997. The area"
"is coded to Miami-Dade (12086) after 2002 and Dade (12025) for earlier years in other linked-birth datasets."
"7. The independent city of Baltimore, Maryland (FIPS code 24510) is reported separately from Baltimore county (FIPS code 24005)."
"8. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis county (FIPS code 29189)."
"9. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"10. Kings county, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"11. New York county, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"12. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"13. Richmond county, New York (FIPS code 36085) represents Staten Island Borough, New York City."
"14. As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the data"
"for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because they did"
"not meet minimum population standards. Pinal County, AZ (04021); Marin County, CA (06041); Merced County, CA (06047); Placer"
"County, CA (06061); San Luis Obispo County, CA (06079); Douglas County, CO (08035); Weld County, CO (08123); Lake County, FL"
"(12069); Leon County, FL (12073); Osceola County, FL (12097); St. Lucie County, FL (12111); Chatham County, GA (13051); Clayton"
"County, GA (13063); Hamilton County, IN (18057); Howard County, MD (24027); Kalamazoo County, MI (26077); Ottawa County, MI"
"(26139); Greene County, MO (29077); Durham County, NC (37063); Cleveland County, OK (40027); Horry County, SC (45051); Lexington"
"County, SC (45063); Rutherford County, TN (47149); Bell County, TX (48027); Brazoria County, TX (48039); Lubbock County, TX"
"(48303); Webb County, TX (48479); Williamson County, TX (48491); Davis County, UT (49011); Loudoun County, VA (51107); Kitsap"
"County, WA (53035); Thurston County, WA (53067). <br/> After 2013 the data for the following counties was recoded to the"
"""Unidentified Counties"" category within the state of the county because they did not meet minimum population standards. Hinds"
"County, MS (28049); Mahoning County, OH (39099)."
